author_institution,country,chosen_latitude,chosen_longitude,total_authors,elite_authors,elite_percentage,is_elite
China GreatWall Technology Group (China),China,36.55937195,103.7533493,1,0.0,0.0,False
China Guangzhou Analysis and Testing Center,China,23.12907982,113.26435852,1,0.0,0.0,False
China Guodian Corporation (China),China,31.63254929,115.22280121,3,1.0,33.33333333333333,True
China Information Technology Security Evaluation Center,China,36.55937195,103.7533493,4,0.0,0.0,False
China Institute of Geological Environmental Monitoring,China,36.55937195,103.7533493,1,0.0,0.0,False
China Institute of Water Resources and Hydropower Research,China,36.55937195,103.7533493,9,2.0,22.22222222222222,True
China Internet Network Information Center,China,36.55937195,103.7533493,2,1.0,50.0,True
China Iron and Steel Research Institute Group,China,36.55937195,103.7533493,1,0.0,0.0,False
China Jiliang University,China,24.70903969,109.43437195,13,2.0,15.384615384615385,False
China Medical University,China,41.78919983,123.37249756,19,8.0,42.10526315789473,True
China Medical University,"Taiwan, Province of China",25.10489956124256,121.58967090353804,19,8.0,42.10526315789473,True
China Medical University Hospital,"Taiwan, Province of China",24.18604105218296,120.68049186353949,4,1.0,25.0,True
China Meteorological Administration,China,36.55937195,103.7533493,4,1.0,25.0,True
China Mobile (China),China,36.55937195,103.7533493,6,3.0,50.0,True
China National Administration of Coal Geology,China,36.55937195,103.7533493,1,0.0,0.0,False
China National Building Materials Group (China),China,36.55937195,103.7533493,2,0.0,0.0,False
China National Commission for Disaster Reduction,China,36.55937195,103.7533493,3,3.0,100.0,True
China National Institute of Standardization,China,36.55937195,103.7533493,1,0.0,0.0,False
China National Rice Research Institute,China,36.55937195,103.7533493,1,0.0,0.0,False
China People's Public Security University,China,36.55937195,103.7533493,1,0.0,0.0,False
China Pharmaceutical University,China,31.89768028,118.91412354,10,4.0,40.0,True
China Power Engineering Consulting Group (China),China,36.55937195,103.7533493,1,0.0,0.0,False
China Resources (China),China,36.55937195,103.7533493,1,1.0,100.0,True
China Shipbuilding Industry Corporation (China),China,36.55937195,103.7533493,2,0.0,0.0,False
China South Industries Group (China),China,29.06916046,91.86723328,4,2.0,50.0,True
China Southern Power Grid (China),China,36.55937195,103.7533493,7,1.0,14.285714285714285,False
China Telecom (China),China,36.55937195,103.7533493,4,1.0,25.0,True
China Three Gorges University,China,31.04277802,109.56138611,2,1.0,50.0,True
China United Network Communications Group (China),China,36.55937195,103.7533493,1,0.0,0.0,False
China University of Geosciences,China,30.52166939,114.40000153,87,23.0,26.436781609195403,True
China University of Geosciences (Beijing),China,39.97999954,116.34082794,23,5.0,21.73913043478261,True
China University of Mining and Technology,China,39.99666977,116.34971619,105,22.0,20.952380952380953,True
"China University of Petroleum, Beijing",China,39.9078064,116.39758301,21,5.0,23.809523809523807,True
"China University of Petroleum, East China",China,31.2784996,120.58589935,56,14.0,25.0,True
Chinese Academy of Agricultural Engineering,China,36.55937195,103.7533493,2,0.0,0.0,False
Chinese Academy of Agricultural Sciences,China,36.55937195,103.7533493,2,0.0,0.0,False
Chinese Academy of Civil Aviation Science and Technology,China,36.55937195,103.7533493,1,0.0,0.0,False
Chinese Academy of Engineering,China,36.55937195,103.7533493,4,0.0,0.0,False
Chinese Academy of Geological Sciences,China,36.55937195,103.7533493,1,0.0,0.0,False
Chinese Academy of Governance,China,39.9593544,116.30176544,1,0.0,0.0,False
Chinese Academy of Medical Sciences & Peking Union Medical College,China,39.91070175,116.41490173,46,21.0,45.65217391304348,True
Chinese Academy of Medical Sciences Dermatology Hospital,China,39.91070175,116.41490173,5,0.0,0.0,False
Chinese Academy of Meteorological Sciences,China,36.55937195,103.7533493,2,1.0,50.0,True
Chinese Academy of Personnel Science,China,36.55937195,103.7533493,1,0.0,0.0,False
Chinese Academy of Sciences,China,36.55937195,103.7533493,141,46.0,32.62411347517731,True
Chinese Academy of Surveying and Mapping,China,36.55937195,103.7533493,8,3.0,37.5,True
Chinese Culture University,"Taiwan, Province of China",25.13603592,121.53939819,2,0.0,0.0,False
Chinese Institute for Brain Research,China,36.55937195,103.7533493,13,5.0,38.46153846153847,True
Chinese PLA General Hospital,China,39.90531158,116.2712326,26,6.0,23.076923076923077,True
Chinese People's Armed Police Force Engineering University,China,45.77576065,126.66841125,4,0.0,0.0,False
Chinese Research Academy of Environmental Sciences,China,36.55937195,103.7533493,3,2.0,66.66666666666666,True
Chinese University of Hong Kong,China,22.69000053,114.20806122,214,83.0,38.78504672897196,True
"Chinese University of Hong Kong, Shenzhen",China,22.69000053,114.20806122,14,5.0,35.714285714285715,True
Chinju National University of Education,"Korea, Republic of",35.18640137,128.06710815,1,0.0,0.0,False
Chitkara University,India,30.51594353,76.65971375,4,0.0,0.0,False
Chittagong Medical College,Bangladesh,22.35926056,91.83080292,1,0.0,0.0,False
Chittagong University of Engineering & Technology,Bangladesh,22.46208382,91.97294617,5,0.0,0.0,False
Chonbuk National University Hospital,"Korea, Republic of",35.84682083,127.12934875,2,0.0,0.0,False
Chongqing Institute of Green and Intelligent Technology,China,29.56274986,106.55180359,12,4.0,33.33333333333333,True
Chongqing Jiaotong University,China,29.49279976,106.56809998,11,2.0,18.181818181818183,False
Chongqing Medical and Pharmaceutical College,China,29.56274986,106.55180359,1,0.0,0.0,False
Chongqing Municipal Health Commission,China,29.56274986,106.55180359,1,0.0,0.0,False
Chongqing Normal University,China,29.61499977,106.29940033,1,1.0,100.0,True
Chongqing Technology and Business University,China,29.56170082,106.52719879,7,4.0,57.14285714285714,True
Chongqing Three Gorges University,China,30.79461861,108.3835144,1,0.0,0.0,False
Chongqing University,China,29.56489944,106.46880341,158,30.0,18.9873417721519,False
Chongqing University of Arts and Sciences,China,29.56489944,106.46880341,2,1.0,50.0,True
Chongqing University of Posts and Telecommunications,China,29.53190041,106.60780334,37,4.0,10.81081081081081,False
Chongqing University of Science and Technology,China,29.59160042,106.32569885,6,1.0,16.666666666666664,False
Chongqing University of Technology,China,29.45249939,106.53029633,10,2.0,20.0,True
Chonnam National University,"Korea, Republic of",35.1763916,126.90805817,25,4.0,16.0,False
Chonnam National University Hospital,"Korea, Republic of",35.1763916,126.90805817,4,1.0,25.0,True
Chosun University,"Korea, Republic of",35.14221954,126.93305969,26,3.0,11.538461538461538,False
Chosun University Hospital,"Korea, Republic of",35.14221954,126.93305969,1,0.0,0.0,False
Chouaib Doukkali University,Morocco,33.22636795,-8.48738575,9,1.0,11.11111111111111,False
Christ University,India,12.93436909,77.6061554,2,0.0,0.0,False
Christchurch Hospital,New Zealand,-43.53371048,172.62530518,1,0.0,0.0,False
Christian Doppler Laboratory for Thermoelectricity,Austria,47.58707047,14.14098835,8,1.0,12.5,False
Christiana Care Health System,United States,30.27202225,-97.74087524,1,0.0,0.0,False
Chrono-Environment Laboratory,France,46.62480927,2.45837498,1,0.0,0.0,False
Chubu University,Japan,35.27420044,137.01600647,7,1.0,14.285714285714285,False
Chuiko Institute of Surface Chemistry,Ukraine,49.48719788,31.27183151,1,0.0,0.0,False
Chulalongkorn University,Thailand,13.73837376,100.53166962,19,0.0,0.0,False
Chung Chou University of Science and Technology,"Taiwan, Province of China",23.9576664,120.60562897,1,1.0,100.0,True
Chung Hua University,"Taiwan, Province of China",24.7600174,120.95311737,5,0.0,0.0,False
Chung Shan Medical University,"Taiwan, Province of China",24.12202072,120.65161133,1,0.0,0.0,False
Chung Shan Medical University Hospital,"Taiwan, Province of China",25.06010673974349,121.54314244585171,1,0.0,0.0,False
Chung Yuan Christian University,"Taiwan, Province of China",24.958395,121.24181366,9,3.0,33.33333333333333,True
Chung-Ang University,"Korea, Republic of",36.47195053,127.60823059,20,4.0,20.0,True
Chungbuk National University,"Korea, Republic of",36.62900162,127.45700073,14,2.0,14.285714285714285,False
Chungbuk National University Hospital,"Korea, Republic of",36.62900162,127.45700073,1,0.0,0.0,False
Chunghwa Telecom (Taiwan),"Taiwan, Province of China",23.79999924,121.0,1,0.0,0.0,False
Chungnam National University,"Korea, Republic of",36.36888885,127.34610748,14,2.0,14.285714285714285,False
Chungnam National University Hospital,"Korea, Republic of",36.36888885,127.34610748,2,1.0,50.0,True
Chuo University,Japan,35.70814133,139.7489624,3,1.0,33.33333333333333,True
Churchill Hospital,United Kingdom,51.76380539,-1.21875,3,1.0,33.33333333333333,True
Ciena (Canada),Canada,62.57398605,-96.60810852,3,0.0,0.0,False
Cigna (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Cincinnati Children's Hospital Medical Center,United States,39.14099884,-84.5019989,47,13.0,27.659574468085108,True
Cirrus Logic (United Kingdom),United Kingdom,53.9438324,-2.55056405,1,0.0,0.0,False
Cisco Systems (Canada),Canada,62.57398605,-96.60810852,1,0.0,0.0,False
Cisco Systems (Norway),Norway,59.91333008,10.7389698,1,0.0,0.0,False
Cisco Systems (United States),United States,40.21833038,-79.48777771,13,1.0,7.6923076923076925,False
Citard Services (Cyprus),Cyprus,35.05016708,33.22615814,1,0.0,0.0,False
Citizen (Japan),Japan,36.65415573,137.9765625,2,1.0,50.0,True
Citrine Informatics (United States),United States,40.21833038,-79.48777771,5,1.0,20.0,True
Citrus Research International,South Africa,-28.99632072,25.08714294,1,0.0,0.0,False
City College of New York,United States,40.82018661,-73.9495697,22,6.0,27.27272727272727,True
City College of San Francisco,United States,37.72573471,-122.45116425,1,0.0,0.0,False
City Hospital,United Kingdom,52.48944092,-1.93103898,1,0.0,0.0,False
City Of Hope National Medical Center,United States,33.66701889,-93.59151459,1,0.0,0.0,False
City University of Hong Kong,Hong Kong,22.33642197,114.17298889,147,59.0,40.136054421768705,True
"City University of Hong Kong, Shenzhen Research Institute",China,36.55937195,103.7533493,1,1.0,100.0,True
City University of Macau,China,22.13003922,113.54579163,2,1.0,50.0,True
City University of New York,United States,40.72899246,-73.99677277,26,10.0,38.46153846153847,True
City University of Science and Information Technology,Pakistan,34.03699875,71.6190033,2,0.0,0.0,False
City University of Seattle,United States,47.09410477,-122.5753479,6,4.0,66.66666666666666,True
City West Water,Australia,-26.27371407,134.12109375,1,0.0,0.0,False
City of Hope,United States,33.66701889,-93.59151459,4,0.0,0.0,False
"City, University of London",United Kingdom,51.52771378,-0.1028553,80,22.0,27.500000000000004,True
Cité des Sciences et de l'Industrie,France,48.89564514,2.38799,2,0.0,0.0,False
Civil Aviation Administration of China,China,29.06916046,91.86723328,2,0.0,0.0,False
Civil Aviation University of China,China,39.10139084,117.40471649,24,5.0,20.833333333333336,True
Clairvoyant Technology (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Clalit Health Services,Israel,30.81242561,34.859478,1,1.0,100.0,True
Claremont Graduate University,United States,34.10720062,-117.72554779,9,2.0,22.22222222222222,True
Clarendon College,United States,34.94567871,-100.90615845,1,1.0,100.0,True
Clarity Centre for Sensor Web Technologies,Ireland,52.86519623,-7.97945976,11,1.0,9.090909090909092,False
Clark Atlanta University,United States,33.75033951,-84.41110992,1,0.0,0.0,False
Clark University,United States,42.25170898,-71.82363892,12,3.0,25.0,True
Clarkson University,United States,44.66320038,-74.99871063,16,6.0,37.5,True
Claude Bernard University Lyon 1,France,45.78097916,4.86758995,40,10.0,25.0,True
Clausthal University of Technology,Germany,51.80472183,10.33444023,17,1.0,5.88235294117647,False
Clemson University,United States,34.68108368,-82.82914734,49,14.0,28.57142857142857,True
Clermont Université,France,48.69610977,6.17666674,5,1.0,20.0,True
Cleveland Clinic,United States,41.50259399,-81.62106323,52,29.0,55.769230769230774,True
Cleveland Clinic Lerner College of Medicine,United States,41.5043335,-81.60958099,10,7.0,70.0,True
Cleveland State University,United States,41.50356674,-81.67461395,11,2.0,18.181818181818183,False
Climate Analytics,Germany,51.09198761,10.38080788,1,1.0,100.0,True
Climate Centre,Netherlands,52.24563217,5.62691021,1,0.0,0.0,False
"Climate Change, Agriculture and Food Security",Kenya,1.44196832,38.43139648,4,0.0,0.0,False
ClimateWorks Foundation,United States,39.50357056,-99.01834106,1,0.0,0.0,False
Clinica Universidad de Navarra,Spain,42.79732895,-1.63709855,3,1.0,33.33333333333333,True
Clinical Directors Network,United States,39.50357056,-99.01834106,2,1.0,50.0,True
Clinical Nutrition Research Centre,Singapore,1.35652304,103.80859375,1,0.0,0.0,False
Clinical Orthopaedics and Related Research,United States,39.50357056,-99.01834106,6,2.0,33.33333333333333,True
Clinical Research Atlanta,United States,33.7485466,-84.39150238,1,0.0,0.0,False
Clinical Research Center Kiel,Germany,54.32276154,10.13589954,1,0.0,0.0,False
Clinical Research Institute,United States,38.38342285,-81.76409912,3,3.0,100.0,True
Clinical Research Solutions,United States,39.50357056,-99.01834106,1,0.0,0.0,False
Clinique Romande de Réadaptation,Switzerland,46.80123901,8.23096466,2,0.0,0.0,False
Clinique Saint-Joseph,Belgium,50.06666946,4.55000019,1,0.0,0.0,False
Cliniques Universitaires Saint-Luc,Belgium,50.85206223,4.45338821,8,6.0,75.0,True
Cloud Computing Center,China,36.55937195,103.7533493,6,1.0,16.666666666666664,False
Cloudera (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Clínica Girona,Spain,41.98164749,2.82361126,1,1.0,100.0,True
Clínica Las Condes,Chile,-33.38466644,-70.53077698,2,1.0,50.0,True
Cnopf´sche Kinderklinik,Germany,51.09198761,10.38080788,1,1.0,100.0,True
Coburg University of Applied Sciences,Germany,50.26472092,10.95221996,4,0.0,0.0,False
Cochin University of Science and Technology,India,10.04471874,76.32621002,1,0.0,0.0,False
Codeplay (United Kingdom),United Kingdom,53.9438324,-2.55056405,1,0.0,0.0,False
Cognimatics (Sweden),Sweden,60.6749,17.162592,1,0.0,0.0,False
Cognionics (United States),United States,40.21833038,-79.48777771,2,0.0,0.0,False
Cognition Behaviour Technology,France,46.62480927,2.45837498,2,0.0,0.0,False
"Cognition, Action, and Sensorimotor Plasticity",France,46.62480927,2.45837498,1,0.0,0.0,False
Cognitive Neuroimaging Lab,France,46.62480927,2.45837498,13,3.0,23.076923076923077,True
Cognitive Research (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Cognitive Systems Research Institute,Greece,38.99536896,21.98771286,1,0.0,0.0,False
Cognizant (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Cohera Medical (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Coherent (United States),United States,40.21833038,-79.48777771,2,1.0,50.0,True
Colby College,United States,44.56529236,-69.66123962,2,1.0,50.0,True
Cold Spring Harbor Laboratory,United States,40.86455917,-73.47273254,35,13.0,37.142857142857146,True
Colegio de Postgraduados,Mexico,22.63216019,-101.71166229,3,1.0,33.33333333333333,True
Colgate University,United States,42.8168602,-75.54003143,6,0.0,0.0,False
Collaborations Pharmaceuticals (United States),United States,40.21833038,-79.48777771,5,1.0,20.0,True
Collaborative Drug Discovery (United States),United States,40.21833038,-79.48777771,4,0.0,0.0,False
Collaborative Innovation Center of Chemistry for Energy Materials,China,36.55937195,103.7533493,4,1.0,25.0,True
Collaborative Innovation Center of Quantum Matter,China,36.55937195,103.7533493,1,1.0,100.0,True
Collaborative Innovation Centre for Advanced Ship and Deep-Sea Exploration,China,36.55937195,103.7533493,3,1.0,33.33333333333333,True
Collecte Localisation Satellites (France),France,47.92593384,-1.90046334,2,0.0,0.0,False
"College of Applied Sciences, Nizwa",Oman,22.93238831,57.53110123,2,0.0,0.0,False
College of Charleston,United States,32.78396225,-79.93768311,7,0.0,0.0,False
College of Dunaújváros,Hungary,46.96695328,18.93939781,2,0.0,0.0,False
College of Management Academic Studies,Israel,30.81242561,34.859478,1,0.0,0.0,False
College of New Jersey,United States,40.26832962,-74.7779007,2,1.0,50.0,True
College of San Mateo,United States,37.53573227,-122.33642578,2,0.0,0.0,False
College of Staten Island,United States,40.60162354,-74.15019226,6,1.0,16.666666666666664,False
College of West Anglia,United Kingdom,52.75650024,0.4088431,1,0.0,0.0,False
