institution,latitude,longitude,is_elite,number_of_authors
Shanghai Institute of Organic Chemistry,31.23036957,121.47370148,1,1
Shanghai Institute of Technical Physics,31.23036957,121.47370148,0,1
Shanghai Institute of Technical Physics,31.23036957,121.47370148,1,1
Shanghai Institute of Technology,31.23036957,121.47370148,0,1
Shanghai Institutes for Biological Sciences,31.23036957,121.47370148,0,8
Shanghai Institutes for Biological Sciences,31.23036957,121.47370148,1,3
Shanghai International Studies University,31.2322758,121.4692071,1,1
Shanghai Jiao Tong University,31.20083046,121.42971802,0,267
Shanghai Jiao Tong University,31.20083046,121.42971802,1,91
Shanghai Key Laboratory of Trustworthy Computing,31.23036957,121.47370148,0,1
Shanghai Key Laboratory of Trustworthy Computing,31.23036957,121.47370148,1,1
Shanghai Lixin University of Accounting and Finance,30.8758297,121.42144775,0,1
Shanghai Maritime University,30.87310028,121.90200043,0,16
Shanghai Maritime University,30.87310028,121.90200043,1,4
Shanghai Medical College of Fudan University,31.29888916,121.4991684,0,7
Shanghai Mental Health Center,31.23036957,121.47370148,0,3
Shanghai Mental Health Center,31.23036957,121.47370148,1,4
Shanghai Meteorological Bureau,31.23036957,121.47370148,0,1
Shanghai Meteorological Bureau,31.23036957,121.47370148,1,1
Shanghai Micro Satellite Engineering Center,31.23036957,121.47370148,1,1
Shanghai Municipal Education Commission,31.23036957,121.47370148,0,2
Shanghai Municipal Education Commission,31.23036957,121.47370148,1,2
Shanghai Normal University,31.23036957,121.47370148,0,11
Shanghai Normal University,31.23036957,121.47370148,1,1
Shanghai Ocean University,31.23036957,121.47370148,0,6
Shanghai Public Health Clinical Center,31.23036957,121.47370148,0,10
Shanghai Pulmonary Hospital,31.23036957,121.47370148,0,7
Shanghai Pulmonary Hospital,31.23036957,121.47370148,1,5
Shanghai Sixth People's Hospital,31.17770195,121.42337036,0,6
Shanghai Sixth People's Hospital,31.17770195,121.42337036,1,7
Shanghai Stock Exchange,31.23036957,121.47370148,1,1
Shanghai Stomatological Hospital,31.2322758,121.4692071,0,1
Shanghai Stomatological Hospital,31.2322758,121.4692071,1,3
Shanghai Technical Institute of Electronics & Information,31.23036957,121.47370148,0,1
Shanghai Tenth People's Hospital,31.23036957,121.47370148,0,7
Shanghai University,31.31833076,121.38722229,0,45
Shanghai University,31.31833076,121.38722229,1,18
Shanghai University of Electric Power,31.31833076,121.38722229,0,5
Shanghai University of Electric Power,31.31833076,121.38722229,1,1
Shanghai University of Engineering Science,25.40810013,68.26029968,0,17
Shanghai University of Engineering Science,25.40810013,68.26029968,1,2
Shanghai University of Finance and Economics,31.30818176,121.49622345,0,3
Shanghai University of Finance and Economics,31.30818176,121.49622345,1,3
Shanghai University of International Business and Economics,39.97919846,116.42140198,0,3
Shanghai University of Medicine and Health Sciences,17.29464149,-62.75156403,0,2
Shanghai University of Medicine and Health Sciences,17.29464149,-62.75156403,1,4
Shanghai University of Traditional Chinese Medicine,30.17602921,120.1463089,0,6
ShanghaiTech University,31.17943954,121.59056091,0,20
ShanghaiTech University,31.17943954,121.59056091,1,1
Shangqiu Normal University,25.02614021,121.5276413,0,1
Shantou University,23.364631,116.711448,0,15
Shantou University,23.364631,116.711448,1,2
Shanxi Agricultural University,37.4239006,112.57530212,0,1
Shanxi Fenyang Hospital,37.26278305,111.77146912,0,3
Shanxi Medical University,37.57222366,112.29514313,0,2
Shanxi Medical University,37.57222366,112.29514313,1,2
Shanxi University,37.79999924,112.58300018,0,2
Shanxi University of Finance and Economics,39.06391907,117.27694702,0,1
Shaoguan University,24.81040764,113.59733582,0,2
Shaoguan University,24.81040764,113.59733582,1,1
Shaoxing People's Hospital,30.0508709,120.58338165,0,1
Shaoxing Second Hospital,30.0508709,120.58338165,1,1
Shaoxing University,30.0508709,120.58338165,0,1
Shaoxing University,30.0508709,120.58338165,1,2
Shariati Hospital,36.29107666,59.58610153,0,1
Sharif University of Technology,35.70271301,51.35148239,0,35
Sharif University of Technology,35.70271301,51.35148239,1,2
Sharp Grossmont Hospital,32.78149414,-117.00665283,0,1
Sharp Laboratories of Europe (United Kingdom),53.9438324,-2.55056405,0,2
Shatin Hospital,22.39813042,114.21264648,0,1
Sheba Medical Center,28.91910934,104.39794159,0,13
Sheba Medical Center,28.91910934,104.39794159,1,7
Sheffield Hallam University,53.38137436,-1.46285486,0,30
Sheffield Hallam University,53.38137436,-1.46285486,1,3
Shell (India),22.35250664,79.36367798,0,2
Shell (Netherlands),52.24563217,5.62691021,0,4
Shenyang Aerospace University,41.67725372,123.46437836,0,15
Shenyang Aerospace University,41.67725372,123.46437836,1,3
Shenyang Institute of Automation,41.67725372,123.46437836,0,19
Shenyang Institute of Automation,41.67725372,123.46437836,1,4
Shenyang Jianzhu University,41.74733734,123.51625824,0,2
Shenyang Jianzhu University,41.74733734,123.51625824,1,1
Shenyang Ligong University,41.72600174,123.48699951,0,1
Shenyang Ligong University,41.72600174,123.48699951,1,1
Shenyang Normal University,41.90745163,123.4092865,0,1
Shenyang University of Technology,40.945847,40.266544,0,1
Shenzhen Academy of Robotics,22.54368019,114.0579071,0,1
Shenzhen Academy of Robotics,22.54368019,114.0579071,1,1
Shenzhen Bay Laboratory,22.50390053,113.94470215,0,1
Shenzhen Bay Laboratory,22.50390053,113.94470215,1,1
Shenzhen Children's Hospital,22.54368019,114.0579071,0,1
Shenzhen Institute of Information Technology,22.54368019,114.0579071,0,7
Shenzhen Institute of Information Technology,22.54368019,114.0579071,1,3
Shenzhen Institutes of Advanced Technology,22.54368019,114.0579071,0,75
Shenzhen Institutes of Advanced Technology,22.54368019,114.0579071,1,19
Shenzhen Luohu People's Hospital,22.54836082,114.13166046,0,1
Shenzhen Luohu People's Hospital,22.54836082,114.13166046,1,1
Shenzhen Polytechnic,22.59129906,113.94650269,0,4
Shenzhen Polytechnic,22.59129906,113.94650269,1,2
Shenzhen Research Institute of China University of Geosciences,39.97999954,116.34082794,0,2
Shenzhen Research Institute of China University of Geosciences,39.97999954,116.34082794,1,1
Shenzhen Second People's Hospital,22.54368019,114.0579071,0,3
Shenzhen Second People's Hospital,22.54368019,114.0579071,1,5
Shenzhen Sixth People's Hospital,22.54368019,114.0579071,0,2
Shenzhen Sixth People's Hospital,22.54368019,114.0579071,1,1
Shenzhen Technology University,22.69839287,114.40105438,0,4
Shenzhen Technology University,22.69839287,114.40105438,1,2
Shenzhen University,22.53925514,113.9336853,0,79
Shenzhen University,22.53925514,113.9336853,1,45
Shenzhen University Health Science Center,22.54368019,114.0579071,0,11
Shenzhen University Health Science Center,22.54368019,114.0579071,1,6
Shepherd University,39.43253326,-77.80524445,0,1
Sherwood Scientific (United Kingdom),34.81459,-92.22465,1,1
Shibaura Institute of Technology,35.66027832,139.79443359,0,4
Shibaura Institute of Technology,35.66027832,139.79443359,1,1
Shift (United Kingdom),53.9438324,-2.55056405,0,1
Shiga University of Medical Science,34.97419357,135.95133972,0,4
Shih Chien University,25.08919907,121.54579926,0,1
Shihezi University,44.30667114,86.05444336,0,3
Shihezi University,44.30667114,86.05444336,1,1
Shijiazhuang Tiedao University,38.08280182,114.5089035,0,1
Shimadzu (Japan),36.65415573,137.9765625,0,1
Shimadzu (Japan),36.65415573,137.9765625,1,1
Shinshu University,36.25111008,137.97889709,0,2
Shinshu University,36.25111008,137.97889709,1,1
Shippensburg University,40.0574646,-77.52140808,0,2
Shiraz University,29.64951515,52.51018143,0,19
Shiraz University,29.64951515,52.51018143,1,1
Shiraz University of Medical Sciences,29.63047218,52.52298737,0,8
Shiraz University of Technology,29.58372116,52.58013535,0,10
Shirley Ryan AbilityLab,41.894104,-87.6188736,0,20
Shirley Ryan AbilityLab,41.894104,-87.6188736,1,5
Shiv Nadar University,28.52594757,77.5746994,0,2
Shiv Nadar University,28.52594757,77.5746994,1,1
Shizuoka University,34.96416855,138.4319458,0,6
Shizuoka University,34.96416855,138.4319458,1,1
Showa University,35.62799835,138.53500366,0,2
Showa University,35.62799835,138.53500366,1,1
Showa University Northern Yokohama Hospital,35.445307,139.635489,0,15
Showa University Northern Yokohama Hospital,35.445307,139.635489,1,7
Shreemati Nathibai Damodar Thackersey Women's University,33.2272377,-97.12741089,0,4
Shri Mata Vaishno Devi University,32.93919373,74.9513092,0,7
Shri Mata Vaishno Devi University,32.93919373,74.9513092,1,1
Shu-Te University,22.76420021,120.37550354,0,1
Shuguang Hospital,24.47584915,121.05815125,0,1
Shupyk National Healthcare University of Ukraine,49.48719788,31.27183151,0,1
Siberian Branch of the Russian Academy of Sciences,55.02883148,82.92269135,0,1
Siberian Branch of the Russian Academy of Sciences,55.02883148,82.92269135,1,1
Siberian Federal University,55.02883148,82.92269135,0,2
Sibley Memorial Hospital,38.9366188,-77.10910797,0,1
Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital,30.62526131,102.69702911,0,4
Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital,30.62526131,102.69702911,1,2
Sichuan Agricultural University,30.62526131,102.69702911,0,8
Sichuan Normal University,30.60938263,104.11643982,0,1
Sichuan Normal University,30.60938263,104.11643982,1,3
Sichuan Provincial Library,30.62526131,102.69702911,1,1
Sichuan University,30.63301086,104.08772278,0,79
Sichuan University,30.63301086,104.08772278,1,27
Sichuan University of Arts and Science,51.53636932,-0.1245887,0,1
Sichuan University of Science and Engineering,39.9466095,-75.20881653,0,4
Siddhartha Medical College,16.51781464,80.67115021,0,2
Sidi Mohamed Ben Abdellah University,34.03318787,-4.97991657,0,13
Sidney Kimmel Cancer Center,-33.87319946,151.20959473,0,4
Sidney Kimmel Cancer Center,-33.87319946,151.20959473,1,1
Sidney Kimmel Comprehensive Cancer Center,-33.87319946,151.20959473,0,4
Sidney Kimmel Comprehensive Cancer Center,-33.87319946,151.20959473,1,1
Sidra Medical and Research Center,53.5350914,23.49019814,0,3
Siemens (Australia),-25.72804832,134.49017334,0,1
Siemens (Austria),47.58707047,14.14098835,0,6
Siemens (China),36.55937195,103.7533493,0,2
Siemens (China),36.55937195,103.7533493,1,2
Siemens (France),46.62480927,2.45837498,0,1
Siemens (Germany),51.09198761,10.38080788,0,33
Siemens (Germany),51.09198761,10.38080788,1,7
Siemens (Romania),45.98521423,24.68592262,0,1
Siemens (Switzerland),46.80123901,8.23096466,0,1
Siemens (United Kingdom),53.9438324,-2.55056405,0,2
Siemens (United States),46.47772598,-90.1097641,0,34
Siemens (United States),46.47772598,-90.1097641,1,3
Siemens Healthcare (Germany),51.09198761,10.38080788,0,13
Siemens Healthcare (Germany),51.09198761,10.38080788,1,6
Siemens Healthcare (United States),48.10599899,-122.78900146,0,15
Siemens Healthcare (United States),48.10599899,-122.78900146,1,6
Sigma Clermont,45.75770187,3.11279988,0,1
Signal Processing (United States),39.50357056,-99.01834106,0,5
Signal Systems Corporation (United States),39.50357056,-99.01834106,0,1
Signature Healthcare Brockton Hospital,42.081295,-71.020164,1,1
Siirt University,37.92512131,41.93856812,0,6
Sikkim Manipal University,27.31699944,88.59700012,0,3
Sikkim University,27.30878639,88.58796692,0,2
Siksha O Anusandhan University,20.25919914,85.79199982,0,12
Siksha O Anusandhan University,20.25919914,85.79199982,1,1
Silchar Medical College and Hospital,24.7756176,92.79451752,0,1
Silesian University of Technology,-33.90242004,151.20779419,0,33
Silesian University of Technology,-33.90242004,151.20779419,1,3
SilicoLife (Portugal),39.68219757,-7.96828794,0,2
Silicon Valley University,37.40031815,-121.89414215,0,1
Silixa (United Kingdom),53.9438324,-2.55056405,0,3
Silsoe Research Institute,52.00963974,-0.4251183,0,3
Silvestrum Climate Associates,-11.4200452,34.9315452,0,1
Simcyp (United Kingdom),51.50643,-0.12721,1,2
Simmons University,42.34085846,-71.1060257,0,1
Simon Fraser University,49.2771492,-122.91783142,0,88
Simon Fraser University,49.2771492,-122.91783142,1,29
Simons Foundation,37.14321899,47.23596191,0,8
Simons Foundation,37.14321899,47.23596191,1,3
Simula Metropolitan Center for Digital Engineering,44.9743042,-93.26750183,0,1
Simula Metropolitan Center for Digital Engineering,44.9743042,-93.26750183,1,1
Simula Research Laboratory,57.74167633,27.04704857,0,6
Simula Research Laboratory,57.74167633,27.04704857,1,5
Simón Bolívar University,19.37199974,-99.18540192,0,5
Singapore Bioimaging Consortium,1.35652304,103.80859375,0,4
Singapore Bioimaging Consortium,1.35652304,103.80859375,1,1
Singapore Eye Research Institute,1.28954744,103.86359406,1,1
Singapore General Hospital,1.27973199,103.83457947,0,6
Singapore Immunology Network,1.35652304,103.80859375,0,3
Singapore Immunology Network,1.35652304,103.80859375,1,1
Singapore Institute of Manufacturing Technology,1.35652304,103.80859375,0,6
Singapore Institute of Manufacturing Technology,1.35652304,103.80859375,1,1
Singapore Institute of Technology,1.29027998,103.84944153,0,3
Singapore Institute of Technology,1.29027998,103.84944153,1,1
Singapore Management University,1.29666996,103.84971619,0,42
Singapore Management University,1.29666996,103.84971619,1,19
Singapore National Eye Center,1.35652304,103.80859375,0,16
Singapore National Eye Center,1.35652304,103.80859375,1,13
Singapore Science Park,1.28911102,103.78102875,0,1
Singapore University of Social Sciences,1.32916999,103.77639008,0,2
Singapore University of Social Sciences,1.32916999,103.77639008,1,2
Singapore University of Technology and Design,1.34144902,103.963974,0,59
Singapore University of Technology and Design,1.34144902,103.963974,1,15
Singapore-MIT Alliance for Research and Technology,1.35652304,103.80859375,0,6
Singapore-MIT Alliance for Research and Technology,1.35652304,103.80859375,1,3
Singidunum University,44.78224182,20.47874451,0,2
Singidunum University,44.78224182,20.47874451,1,1
Sino-Danish Centre for Education and Research,34.15884399,-85.66727448,1,1
Sinop University,42.00619888,35.08969879,1,1
Sinopec (China),36.55937195,103.7533493,0,3
Sinosteel (China),36.55937195,103.7533493,0,1
Sinosteel (China),36.55937195,103.7533493,1,2
Sint Maartenskliniek,30.055439,-8.81848335,0,1
Sint Maartenskliniek,30.055439,-8.81848335,1,1
Sir Run Run Shaw Hospital,41.29844284,-79.70871735,0,20
Sir Run Run Shaw Hospital,41.29844284,-79.70871735,1,4
Siriraj Hospital,13.75792503,100.48584747,0,1
Sirris,48.856289,2.785313,0,1
Sitra,26.15674591,50.62701797,0,1
Sixth Affiliated Hospital of Sun Yat-sen University,40.81893921,111.65563202,0,3
Sixth Affiliated Hospital of Sun Yat-sen University,40.81893921,111.65563202,1,1
Skellefteå Hospital,64.75251007,20.84916496,0,1
Skin Cancer Foundation,39.067991,-0.567531,1,1
Skolkovo Foundation,53.31939697,50.74578476,0,2
Skolkovo Institute of Science and Technology,40.945847,40.266544,0,41
Skolkovo Institute of Science and Technology,40.945847,40.266544,1,6
Skyworth (China),36.55937195,103.7533493,0,1
Skåne University Hospital,40.74011612,-74.18927765,0,4
Skåne University Hospital,40.74011612,-74.18927765,1,2
Slippery Rock University,41.06469345,-80.03555298,1,1
Slovak Academy of Sciences,48.74115372,19.45286369,0,5
Slovak Hydrometeorological Institute,48.74115372,19.45286369,0,1
Slovak University of Technology in Bratislava,48.15483093,17.11771965,0,4
Slovenian Academy of Sciences and Arts,46.11994553,14.81533337,0,2
Small Business Administration,32.98955917,-96.74806213,0,2
SmarAct (Germany),51.09198761,10.38080788,0,1
Smart Electric Grid (United States),39.50357056,-99.01834106,0,4
Smart Electric Grid (United States),39.50357056,-99.01834106,1,2
Smart Information Flow Technologies (United States),39.50357056,-99.01834106,0,1
SmartFactory (Germany),51.09198761,10.38080788,0,1
Smartex (Italy),43.52555084,12.1600008,0,1
Smile Train,48.73006439,11.82840633,0,1
Smith College,42.3181839,-72.6377182,0,5
Smith-Kettlewell Eye Research Institute,54.14702225,-2.04465246,0,3
Smith-Kettlewell Eye Research Institute,54.14702225,-2.04465246,1,4
Smiths Detection (United States),39.50357056,-99.01834106,0,1
Smithsonian Conservation Biology Institute,38.88877106,-77.02597046,1,1
Smithsonian Environmental Research Center,38.88661957,-76.54264832,1,1
Smithsonian Institution,38.89393616,-77.03121185,0,1
Smithsonian Institution,38.89393616,-77.03121185,1,1
Smithsonian Tropical Research Institute,9.40869999,-82.25244904,0,2
Smithsonian Tropical Research Institute,9.40869999,-82.25244904,1,2
Smt. Kashibai Navale Medical College and General hospital,40.718002,-74.3587,0,3
Snap (United States),37.40320969,-86.15699768,0,6
Snap (United States),37.40320969,-86.15699768,1,2
Sobell House,41.88833237,12.4869442,0,2
Sobell House,41.88833237,12.4869442,1,2
Social Science Research Council,44.72919083,-116.43859863,1,1
Social Service Sericulture Project Trust,35.75284195,-82.87001801,0,1
Society for Cardiovascular Angiography and Interventions,-17.67744064,-149.40112305,1,1
Society for Neuroscience,-17.67744064,-149.40112305,0,2
Society for Social Studies of Science,-17.67744064,-149.40112305,0,1
Société Française d'Allergologie,54.34571838,-6.66444588,0,1
Société Nationale des Chemins de Fer Français (France),46.62480927,2.45837498,0,1
"Sofia University ""St. Kliment Ohridski""",42.6935997,23.33535385,0,1
SoftBank Robotics (France),46.62480927,2.45837498,0,5
Software (Germany),51.09198761,10.38080788,0,4
Software (Spain),42.478043,-77.85347,0,3
Software (Spain),42.478043,-77.85347,1,1
Software Carpentry,49.257844,5.029896,0,1
Software Competence Center Hagenberg (Austria),48.36746597,14.51600742,0,3
Software Technology and Applications Competence Center,31.795288,-94.1803,0,3
Sogang University,37.55110931,126.9411087,0,13
Sogang University,37.55110931,126.9411087,1,3
Sohag University,26.56275368,31.69086266,0,1
Sohag University,26.56275368,31.69086266,1,1
Sohu (China),36.55937195,103.7533493,0,2
Soil Conservation and Watershed Management Research,-37.70576477,145.18823242,0,4
Soil Conservation and Watershed Management Research,-37.70576477,145.18823242,1,1
Soka University of America,33.55483246,-117.73484039,0,1
Solano Community College,38.23548508,-122.12030792,0,2
Solapur University,17.66568184,75.90950775,0,2
Solvay (Belgium),50.64095688,4.66128588,0,3
Somerset Medical Center,40.56780624,-74.59511566,1,2
Somerset Partnership NHS Foundation Trust,40.49639,-74.48899,0,1
Sonoma State University,38.33959961,-122.67353821,0,2
Sony (France),49.060368,2.063482,0,1
Sony (Germany),51.09198761,10.38080788,0,1
Sony (Taiwan),24.0,121.0,0,1
Sony Computer Science Laboratories,29.58402061,-98.62943268,0,5
Sony Computer Science Laboratories,29.58402061,-98.62943268,1,2
Sony Corporation (United States),39.50357056,-99.01834106,0,3
Soochow University,31.31082916,120.63555908,0,40
Soochow University,31.31082916,120.63555908,1,17
Sookmyung Women's University,37.54541779,126.96464539,0,5
Sookmyung Women's University,37.54541779,126.96464539,1,1
Soonchunhyang University,36.77077103,126.93160248,0,10
Soonchunhyang University,36.77077103,126.93160248,1,3
Soonchunhyang University Hospital,37.49861145,126.76281738,0,5
Soongsil University,37.4963913,126.95749664,0,7
Soongsil University,37.4963913,126.95749664,1,3
Sopra (France),46.62480927,2.45837498,0,1
Sorbonne Paris Cité,48.85471725,2.34715796,0,1
Sorbonne Paris Cité,48.85471725,2.34715796,1,2
Sorbonne Université,48.84864044,2.34364295,0,41
Sorbonne Université,48.84864044,2.34364295,1,13
South African Medical Research Council,-2.4892698,32.8978353,0,4
South African Medical Research Council,-2.4892698,32.8978353,1,1
South African National Parks,-25.76569939,28.20280075,0,1
South African Weather Service,-28.99632072,25.08714294,0,1
South Asian University,28.58541679,77.19045258,0,3
South Australian Health and Medical Research Institute,-37.706576,145.187353,0,1
South Carolina State University,33.49825668,-80.84886169,0,1
South Central University for Nationalities,39.94832993,116.31749725,0,7
South China Agricultural University,23.15800095,113.34799957,0,28
South China Agricultural University,23.15800095,113.34799957,1,7
South China Normal University,23.1364994,113.34960175,0,33
South China Normal University,23.1364994,113.34960175,1,5
South China University of Technology,48.77353,9.17742,0,166
South China University of Technology,48.77353,9.17742,1,37
South College,35.57461929,-82.61485291,0,1
South College,35.57461929,-82.61485291,1,1
South Dakota School of Mines and Technology,44.07208633,-103.20500183,0,1
South Dakota State University,44.2926178,-96.78837585,0,7
South Dakota State University,44.2926178,-96.78837585,1,3
South East European University,41.98714066,20.96247292,0,1
South London and Maudsley NHS Foundation Trust,42.96950531,-81.24394226,0,5
South London and Maudsley NHS Foundation Trust,42.96950531,-81.24394226,1,3
South Texas Veterans Health Care System,31.46384811,-99.33329773,0,1
South Texas Veterans Health Care System,31.46384811,-99.33329773,1,2
South Ural State University,55.16101074,61.37015915,0,7
South Ural State University,55.16101074,61.37015915,1,1
South Valley University,35.02609253,-106.64652252,0,3
South Warwickshire NHS Foundation Trust,52.29033661,-1.58380103,0,1
South West London and St George's Mental Health NHS Trust,51.48722458,-0.21224,0,1
South West London and St George's Mental Health NHS Trust,51.48722458,-0.21224,1,1
South Western Sydney Local Health District,-33.87319946,151.20959473,1,1
South Westphalia University of Applied Sciences,51.37741852,7.69609022,0,1
Southampton Children's Hospital,50.90489197,-1.40431261,1,1
Southeast Missouri State University,37.31816101,-89.52872467,0,2
Southeast University,32.05778122,118.78888702,0,96
Southeast University,32.05778122,118.78888702,1,52
Southeastern Fruit and Tree Nut Research Laboratory,40.07056046,-75.42722321,1,1
Southeastern Louisiana University,30.51979446,-90.47032166,0,1
Southeastern Louisiana University,30.51979446,-90.47032166,1,1
Southern Astrophysical Research Telescope,-30.23800087,-70.73371887,0,1
Southern California Clinical and Translational Science Institute,34.0,-117.0,0,2
Southern California Coastal Water Research Project,34.0,-117.0,0,1
Southern California Eye Institute,34.0,-117.0,0,2
Southern California Eye Institute,34.0,-117.0,1,1
Southern California University for Professional Studies,38.297523,-76.50799,0,39
Southern California University for Professional Studies,38.297523,-76.50799,1,13
Southern Connecticut State University,41.33304977,-72.95248413,0,4
Southern Cross University,-28.81825256,153.30206299,0,6
Southern Cross University,-28.81825256,153.30206299,1,1
Southern General Hospital,55.86249924,-4.34055996,0,4
Southern General Hospital,55.86249924,-4.34055996,1,1
Southern Illinois University Carbondale,37.72172546,-89.19974518,0,3
Southern Illinois University Carbondale,37.72172546,-89.19974518,1,2
Southern Illinois University Edwardsville,38.79435349,-90.00476074,0,5
Southern Illinois University School of Medicine,39.81036377,-89.65784454,0,2
Southern Medical University,34.25336075,117.26022339,0,32
Southern Medical University,34.25336075,117.26022339,1,16
Southern Medical University Shenzhen Hospital,22.53925514,113.9336853,1,1
Southern Methodist University,32.84128571,-96.78392792,0,10
Southern Methodist University,32.84128571,-96.78392792,1,6
Southern New Hampshire University,43.04000854,-71.45612335,0,1
Southern Oregon University,42.18876648,-122.69065857,0,3
Southern Research Station,35.53245163,-119.27806854,0,1
Southern Research Station,35.53245163,-119.27806854,1,2
Southern States University,35.84444,-90.676506,0,6
Southern States University,35.84444,-90.676506,1,1
Southern Taiwan University of Science and Technology,31.82197189,117.28058624,0,10
Southern University of Science and Technology,22.60055542,113.99472046,0,21
Southern University of Science and Technology,22.60055542,113.99472046,1,10
Southmead Hospital,51.49700165,-2.5940001,1,1
Southwest Baptist University,37.59895325,-93.40821075,0,1
Southwest Florida Research,28.59551239,-82.48734283,0,7
Southwest Hospital,37.0,-111.0,0,1
Southwest Jiaotong University,30.69529533,104.04911804,0,50
Southwest Jiaotong University,30.69529533,104.04911804,1,23
Southwest Medical University,34.25336075,117.26022339,0,7
Southwest Medical University,34.25336075,117.26022339,1,2
Southwest Minzu University,39.94832993,116.31749725,0,1
Southwest Petroleum University,30.41593933,77.9670105,0,5
Southwest Petroleum University,30.41593933,77.9670105,1,1
Southwest Research Institute,38.38342285,-81.76409912,0,1
Southwest University,29.81389999,106.41290283,0,26
Southwest University,29.81389999,106.41290283,1,8
Southwest University of Science and Technology,31.82197189,117.28058624,0,14
Southwest University of Science and Technology,31.82197189,117.28058624,1,4
Southwestern University of Finance and Economics,30.67048073,104.01187134,0,5
Southwestern University of Finance and Economics,30.67048073,104.01187134,1,3
Space Engineering University,45.77576065,126.66841125,0,4
Space Research Institute,38.38342285,-81.76409912,0,1
Space Research Institute,38.38342285,-81.76409912,1,1
Space Science Institute,38.38342285,-81.76409912,0,1
Space Telescope Science Institute,38.38342285,-81.76409912,0,1
Space Telescope Science Institute,38.38342285,-81.76409912,1,2
Spaceflight Industries (United States),39.50357056,-99.01834106,0,1
Spanish National Cancer Research Centre,34.15884399,-85.66727448,0,7
Spanish National Cancer Research Centre,34.15884399,-85.66727448,1,3
Spark Therapeutics (United States),39.50357056,-99.01834106,0,2
Spaulding Rehabilitation Hospital,42.37889099,-71.04917145,0,5
Spaulding Rehabilitation Hospital,42.37889099,-71.04917145,1,3
"Specialty Hospital, Jordan",31.16670418,36.9416275,0,2
Specim (Finland),63.24677658,25.9209156,0,2
Spectral Imaging Laboratory (United States),40.15261459,-80.21165466,0,1
Spectral MD (United States),38.9527359,-76.70129395,0,7
Spectral MD (United States),38.9527359,-76.70129395,1,3
Spectrum Health,39.90419388,-75.17128754,1,1
Speech Pathology Australia,-25.72804832,134.49017334,1,2
Spelman College,33.74522018,-84.41148376,0,3
Spinal Cord Injury BC,54.5625,-125.11655426,0,1
Spine Center Göteborg,57.70723343,11.96701717,0,1
Spintronics Research Network of Japan,36.65415573,137.9765625,1,2
Spital STS,53.33863831,-2.99104881,0,1
Spring Techno (Germany),51.09198761,10.38080788,0,1
Sree Chitra Thirunal Institute for Medical Sciences and Technology,54.716667,8.5,1,1
Sri Ramachandra Institute of Higher Education and Research,13.03950024,80.1427002,1,1
Sri Venkateswara University,28.58894157,77.16693878,0,1
Srinakharinwirot University,25.13563347,85.4458313,0,1
Sriwijaya University,-2.986444,104.73432922,0,11
St George Hospital,-33.96699524,151.13412476,0,1
St George's Hospital,51.42647552,-0.17515171,0,2
St George's Hospital,51.42647552,-0.17515171,1,1
"St George's, University of London",51.42694092,-0.17472,0,10
"St George's, University of London",51.42694092,-0.17472,1,8
St George’s University Hospitals NHS Foundation Trust,51.42668915,-0.174015,0,1
St James's University Hospital,53.80735397,-1.52195001,0,2
St James's University Hospital,53.80735397,-1.52195001,1,2
St Joseph's Health Care,0.3785631,32.2584463,0,1
St Louis Community College,38.622509,-90.19055939,0,2
St Mary's Hospital,51.5175705,-0.1741275,0,14
St Mary's Hospital,51.5175705,-0.1741275,1,4
St Olav's University Hospital,63.41993713,10.38673115,0,3
St Petersburg University,51.581235,11.92788,0,5
St Petersburg University,51.581235,11.92788,1,3
St Thomas' Hospital,51.49909973,-0.11891,0,2
St Thomas' Hospital,51.49909973,-0.11891,1,1
St Vincent's Hospital Sydney,45.750918,7.648527,1,1
St Vincent’s Private Hospital Sydney,45.750918,7.648527,0,1
St Xavier’s College,22.5485611,88.35620117,0,1
St. Anna Ziekenhuis,-34.3742485,20.6965332,0,1
St. Anne´s University Hospital,40.74011612,-74.18927765,0,6
St. Anne´s University Hospital,40.74011612,-74.18927765,1,1
St. Antonius Ziekenhuis,-34.3742485,20.6965332,0,1
St. Antonius Ziekenhuis,-34.3742485,20.6965332,1,1
St. Augustine International University,0.27221569,32.62114334,0,1
St. Catherine University,44.92482758,-93.18237305,1,1
St. Cloud State University,45.55244827,-94.15200043,0,1
St. Edward's University,30.2329998,-97.75,0,1
St. Edward's University,30.2329998,-97.75,1,1
St. Francis Xavier University,45.61806107,-61.99443817,0,1
St. Francis Xavier University,45.61806107,-61.99443817,1,1
St. Helena Hospital,38.54268646,-122.47480011,1,1
St. John Hospital & Medical Center,22.2080555,114.03138733,1,1
St. John's School,29.74099922,-95.42839813,0,1
St. John's University,40.72179794,-73.79445648,0,1
St. Joseph's Institute of Technology,44.94101715,-123.03187561,0,4
St. Joseph's Institute of Technology,44.94101715,-123.03187561,1,1
St. Jude Children's Research Hospital,39.74180984,-104.83454895,0,2
St. Jude Children's Research Hospital,39.74180984,-104.83454895,1,4
St. Luke's General Hospital,52.66663742,-7.26293039,0,1
St. Luke's Hospital,38.6512413,-90.50274658,1,1
St. Luke's International University,35.66772079,139.77542114,0,1
St. Marianna University School of Medicine,35.60054398,139.54873657,0,2
St. Mary's College of Maryland,38.18888855,-76.42740631,0,1
